Country Name,Country Code,Series Name,Series Code,2018
Mozambique,MOZ,Urban population (% of total population),SP.URB.TOTL.IN.ZS,35.988
Myanmar,MMR,Population ages 0-14_ total,SP.POP.0014.TO,14163467
Myanmar,MMR,Population ages 15-64_ total,SP.POP.1564.TO,36438090
Myanmar,MMR,Population ages 65 and above_ total,SP.POP.65UP.TO,3106838
Myanmar,MMR,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Myanmar,MMR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,30.579
Namibia,NAM,Population ages 0-14_ total,SP.POP.0014.TO,903657
Namibia,NAM,Population ages 15-64_ total,SP.POP.1564.TO,1455579
Namibia,NAM,Population ages 65 and above_ total,SP.POP.65UP.TO,89019
Namibia,NAM,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Namibia,NAM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,50.032
Nauru,NRU,Population ages 0-14_ total,SP.POP.0014.TO,NA
Nauru,NRU,Population ages 15-64_ total,SP.POP.1564.TO,NA
Nauru,NRU,Population ages 65 and above_ total,SP.POP.65UP.TO,NA
Nauru,NRU,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Nauru,NRU,Urban population (% of total population),SP.URB.TOTL.IN.ZS,100
Nepal,NPL,Population ages 0-14_ total,SP.POP.0014.TO,8542720
Nepal,NPL,Population ages 15-64_ total,SP.POP.1564.TO,17936371
Nepal,NPL,Population ages 65 and above_ total,SP.POP.65UP.TO,1608781
Nepal,NPL,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Nepal,NPL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,19.74
Netherlands,NLD,Population ages 0-14_ total,SP.POP.0014.TO,2775600
Netherlands,NLD,Population ages 15-64_ total,SP.POP.1564.TO,11147718
Netherlands,NLD,Population ages 65 and above_ total,SP.POP.65UP.TO,3307699
Netherlands,NLD,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Netherlands,NLD,Urban population (% of total population),SP.URB.TOTL.IN.ZS,91.49
New Caledonia,NCL,Population ages 0-14_ total,SP.POP.0014.TO,64598
New Caledonia,NCL,Population ages 15-64_ total,SP.POP.1564.TO,193402
New Caledonia,NCL,Population ages 65 and above_ total,SP.POP.65UP.TO,26060
New Caledonia,NCL,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
New Caledonia,NCL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,70.683
New Zealand,NZL,Population ages 0-14_ total,SP.POP.0014.TO,960168
New Zealand,NZL,Population ages 15-64_ total,SP.POP.1564.TO,3160632
New Zealand,NZL,Population ages 65 and above_ total,SP.POP.65UP.TO,764699
New Zealand,NZL,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
New Zealand,NZL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,86.538
Nicaragua,NIC,Population ages 0-14_ total,SP.POP.0014.TO,1952694
Nicaragua,NIC,Population ages 15-64_ total,SP.POP.1564.TO,4173542
Nicaragua,NIC,Population ages 65 and above_ total,SP.POP.65UP.TO,339278
Nicaragua,NIC,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Nicaragua,NIC,Urban population (% of total population),SP.URB.TOTL.IN.ZS,58.522
Niger,NER,Population ages 0-14_ total,SP.POP.0014.TO,11217956
Niger,NER,Population ages 15-64_ total,SP.POP.1564.TO,10642596
Niger,NER,Population ages 65 and above_ total,SP.POP.65UP.TO,582396
Niger,NER,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Niger,NER,Urban population (% of total population),SP.URB.TOTL.IN.ZS,16.425
Nigeria,NGA,Population ages 0-14_ total,SP.POP.0014.TO,85923667
Nigeria,NGA,Population ages 15-64_ total,SP.POP.1564.TO,104569655
Nigeria,NGA,Population ages 65 and above_ total,SP.POP.65UP.TO,5381418
Nigeria,NGA,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Nigeria,NGA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,50.344
North Macedonia,MKD,Population ages 0-14_ total,SP.POP.0014.TO,344042
North Macedonia,MKD,Population ages 15-64_ total,SP.POP.1564.TO,1454172
North Macedonia,MKD,Population ages 65 and above_ total,SP.POP.65UP.TO,284744
North Macedonia,MKD,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
North Macedonia,MKD,Urban population (% of total population),SP.URB.TOTL.IN.ZS,57.963
Northern Mariana Islands,MNP,Population ages 0-14_ total,SP.POP.0014.TO,NA
Northern Mariana Islands,MNP,Population ages 15-64_ total,SP.POP.1564.TO,NA
Northern Mariana Islands,MNP,Population ages 65 and above_ total,SP.POP.65UP.TO,NA
Northern Mariana Islands,MNP,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Northern Mariana Islands,MNP,Urban population (% of total population),SP.URB.TOTL.IN.ZS,91.618
Norway,NOR,Population ages 0-14_ total,SP.POP.0014.TO,932615
Norway,NOR,Population ages 15-64_ total,SP.POP.1564.TO,3475668
Norway,NOR,Population ages 65 and above_ total,SP.POP.65UP.TO,906053
Norway,NOR,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Norway,NOR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,82.248
Oman,OMN,Population ages 0-14_ total,SP.POP.0014.TO,1074391
Oman,OMN,Population ages 15-64_ total,SP.POP.1564.TO,3639533
Oman,OMN,Population ages 65 and above_ total,SP.POP.65UP.TO,115559
Oman,OMN,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Oman,OMN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,84.539
Pakistan,PAK,Population ages 0-14_ total,SP.POP.0014.TO,74847848
Pakistan,PAK,Population ages 15-64_ total,SP.POP.1564.TO,128214827
Pakistan,PAK,Population ages 65 and above_ total,SP.POP.65UP.TO,9152355
Pakistan,PAK,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Pakistan,PAK,Urban population (% of total population),SP.URB.TOTL.IN.ZS,36.666
Palau,PLW,Population ages 0-14_ total,SP.POP.0014.TO,NA
Palau,PLW,Population ages 15-64_ total,SP.POP.1564.TO,NA
Palau,PLW,Population ages 65 and above_ total,SP.POP.65UP.TO,NA
Palau,PLW,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Palau,PLW,Urban population (% of total population),SP.URB.TOTL.IN.ZS,79.93
Panama,PAN,Population ages 0-14_ total,SP.POP.0014.TO,1130358
Panama,PAN,Population ages 15-64_ total,SP.POP.1564.TO,2707991
Panama,PAN,Population ages 65 and above_ total,SP.POP.65UP.TO,338524
Panama,PAN,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Panama,PAN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,67.709
Papua New Guinea,PNG,Population ages 0-14_ total,SP.POP.0014.TO,3082432
Papua New Guinea,PNG,Population ages 15-64_ total,SP.POP.1564.TO,5227373
Papua New Guinea,PNG,Population ages 65 and above_ total,SP.POP.65UP.TO,296511
Papua New Guinea,PNG,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Papua New Guinea,PNG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,13.169
Paraguay,PRY,Population ages 0-14_ total,SP.POP.0014.TO,2047902
Paraguay,PRY,Population ages 15-64_ total,SP.POP.1564.TO,4460878
Paraguay,PRY,Population ages 65 and above_ total,SP.POP.65UP.TO,447290
Paraguay,PRY,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Paraguay,PRY,Urban population (% of total population),SP.URB.TOTL.IN.ZS,61.585
Peru,PER,Population ages 0-14_ total,SP.POP.0014.TO,8250222
Peru,PER,Population ages 15-64_ total,SP.POP.1564.TO,21151617
Peru,PER,Population ages 65 and above_ total,SP.POP.65UP.TO,2587417
Peru,PER,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Peru,PER,Urban population (% of total population),SP.URB.TOTL.IN.ZS,77.907
Philippines,PHL,Population ages 0-14_ total,SP.POP.0014.TO,33022677
Philippines,PHL,Population ages 15-64_ total,SP.POP.1564.TO,68165926
Philippines,PHL,Population ages 65 and above_ total,SP.POP.65UP.TO,5463318
Philippines,PHL,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Philippines,PHL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,46.907
Poland,POL,Population ages 0-14_ total,SP.POP.0014.TO,5716636
Poland,POL,Population ages 15-64_ total,SP.POP.1564.TO,25608899
Poland,POL,Population ages 65 and above_ total,SP.POP.65UP.TO,6653012
Poland,POL,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Poland,POL,Urban population (% of total population),SP.URB.TOTL.IN.ZS,60.058
Portugal,PRT,Population ages 0-14_ total,SP.POP.0014.TO,1383710
Portugal,PRT,Population ages 15-64_ total,SP.POP.1564.TO,6640809
Portugal,PRT,Population ages 65 and above_ total,SP.POP.65UP.TO,2257243
Portugal,PRT,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Portugal,PRT,Urban population (% of total population),SP.URB.TOTL.IN.ZS,65.211
Puerto Rico,PRI,Population ages 0-14_ total,SP.POP.0014.TO,537939
Puerto Rico,PRI,Population ages 15-64_ total,SP.POP.1564.TO,2060524
Puerto Rico,PRI,Population ages 65 and above_ total,SP.POP.65UP.TO,596690
Puerto Rico,PRI,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Puerto Rico,PRI,Urban population (% of total population),SP.URB.TOTL.IN.ZS,93.578
Qatar,QAT,Population ages 0-14_ total,SP.POP.0014.TO,376660
Qatar,QAT,Population ages 15-64_ total,SP.POP.1564.TO,2366906
Qatar,QAT,Population ages 65 and above_ total,SP.POP.65UP.TO,38111
Qatar,QAT,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Qatar,QAT,Urban population (% of total population),SP.URB.TOTL.IN.ZS,99.135
Romania,ROU,Population ages 0-14_ total,SP.POP.0014.TO,3025189
Romania,ROU,Population ages 15-64_ total,SP.POP.1564.TO,12877480
Romania,ROU,Population ages 65 and above_ total,SP.POP.65UP.TO,3571267
Romania,ROU,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Romania,ROU,Urban population (% of total population),SP.URB.TOTL.IN.ZS,53.998
Russian Federation,RUS,Population ages 0-14_ total,SP.POP.0014.TO,25881914
Russian Federation,RUS,Population ages 15-64_ total,SP.POP.1564.TO,97394403
Russian Federation,RUS,Population ages 65 and above_ total,SP.POP.65UP.TO,21201732
Russian Federation,RUS,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Russian Federation,RUS,Urban population (% of total population),SP.URB.TOTL.IN.ZS,74.433
Rwanda,RWA,Population ages 0-14_ total,SP.POP.0014.TO,4917771
Rwanda,RWA,Population ages 15-64_ total,SP.POP.1564.TO,7022713
Rwanda,RWA,Population ages 65 and above_ total,SP.POP.65UP.TO,361455
Rwanda,RWA,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Rwanda,RWA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,17.211
Samoa,WSM,Population ages 0-14_ total,SP.POP.0014.TO,75158
Samoa,WSM,Population ages 15-64_ total,SP.POP.1564.TO,111557
Samoa,WSM,Population ages 65 and above_ total,SP.POP.65UP.TO,9415
Samoa,WSM,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Samoa,WSM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,18.243
San Marino,SMR,Population ages 0-14_ total,SP.POP.0014.TO,NA
San Marino,SMR,Population ages 15-64_ total,SP.POP.1564.TO,NA
San Marino,SMR,Population ages 65 and above_ total,SP.POP.65UP.TO,NA
San Marino,SMR,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
San Marino,SMR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,97.226
Sao Tome and Principe,STP,Population ages 0-14_ total,SP.POP.0014.TO,89729
Sao Tome and Principe,STP,Population ages 15-64_ total,SP.POP.1564.TO,115125
Sao Tome and Principe,STP,Population ages 65 and above_ total,SP.POP.65UP.TO,6174
Sao Tome and Principe,STP,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Sao Tome and Principe,STP,Urban population (% of total population),SP.URB.TOTL.IN.ZS,72.803
Saudi Arabia,SAU,Population ages 0-14_ total,SP.POP.0014.TO,8439427
Saudi Arabia,SAU,Population ages 15-64_ total,SP.POP.1564.TO,24143675
Saudi Arabia,SAU,Population ages 65 and above_ total,SP.POP.65UP.TO,1116846
Saudi Arabia,SAU,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Saudi Arabia,SAU,Urban population (% of total population),SP.URB.TOTL.IN.ZS,83.844
Senegal,SEN,Population ages 0-14_ total,SP.POP.0014.TO,6826163
Senegal,SEN,Population ages 15-64_ total,SP.POP.1564.TO,8538801
Senegal,SEN,Population ages 65 and above_ total,SP.POP.65UP.TO,489396
Senegal,SEN,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Senegal,SEN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,47.192
Serbia,SRB,Population ages 0-14_ total,SP.POP.0014.TO,1095467
Serbia,SRB,Population ages 15-64_ total,SP.POP.1564.TO,4605699
Serbia,SRB,Population ages 65 and above_ total,SP.POP.65UP.TO,1280919
Serbia,SRB,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Serbia,SRB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,56.092
Seychelles,SYC,Population ages 0-14_ total,SP.POP.0014.TO,22870
Seychelles,SYC,Population ages 15-64_ total,SP.POP.1564.TO,66543
Seychelles,SYC,Population ages 65 and above_ total,SP.POP.65UP.TO,7349
Seychelles,SYC,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Seychelles,SYC,Urban population (% of total population),SP.URB.TOTL.IN.ZS,56.691
Sierra Leone,SLE,Population ages 0-14_ total,SP.POP.0014.TO,3141126
Sierra Leone,SLE,Population ages 15-64_ total,SP.POP.1564.TO,4282082
Sierra Leone,SLE,Population ages 65 and above_ total,SP.POP.65UP.TO,226946
Sierra Leone,SLE,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Sierra Leone,SLE,Urban population (% of total population),SP.URB.TOTL.IN.ZS,42.055
Singapore,SGP,Population ages 0-14_ total,SP.POP.0014.TO,692333
Singapore,SGP,Population ages 15-64_ total,SP.POP.1564.TO,4299961
Singapore,SGP,Population ages 65 and above_ total,SP.POP.65UP.TO,646383
Singapore,SGP,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Singapore,SGP,Urban population (% of total population),SP.URB.TOTL.IN.ZS,100
Sint Maarten (Dutch part),SXM,Population ages 0-14_ total,SP.POP.0014.TO,NA
Sint Maarten (Dutch part),SXM,Population ages 15-64_ total,SP.POP.1564.TO,NA
Sint Maarten (Dutch part),SXM,Population ages 65 and above_ total,SP.POP.65UP.TO,NA
Sint Maarten (Dutch part),SXM,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Sint Maarten (Dutch part),SXM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,100
Slovak Republic,SVK,Population ages 0-14_ total,SP.POP.0014.TO,841353
Slovak Republic,SVK,Population ages 15-64_ total,SP.POP.1564.TO,3754331
Slovak Republic,SVK,Population ages 65 and above_ total,SP.POP.65UP.TO,851327
Slovak Republic,SVK,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Slovak Republic,SVK,Urban population (% of total population),SP.URB.TOTL.IN.ZS,53.726
Slovenia,SVN,Population ages 0-14_ total,SP.POP.0014.TO,310556
Slovenia,SVN,Population ages 15-64_ total,SP.POP.1564.TO,1351469
Slovenia,SVN,Population ages 65 and above_ total,SP.POP.65UP.TO,405347
Slovenia,SVN,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Slovenia,SVN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,54.541
Solomon Islands,SLB,Population ages 0-14_ total,SP.POP.0014.TO,262720
Solomon Islands,SLB,Population ages 15-64_ total,SP.POP.1564.TO,366642
Solomon Islands,SLB,Population ages 65 and above_ total,SP.POP.65UP.TO,23496
Solomon Islands,SLB,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Solomon Islands,SLB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,23.749
Somalia,SOM,Population ages 0-14_ total,SP.POP.0014.TO,6990285
Somalia,SOM,Population ages 15-64_ total,SP.POP.1564.TO,7586638
Somalia,SOM,Population ages 65 and above_ total,SP.POP.65UP.TO,431231
Somalia,SOM,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Somalia,SOM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,44.971
South Africa,ZAF,Population ages 0-14_ total,SP.POP.0014.TO,16802019
South Africa,ZAF,Population ages 15-64_ total,SP.POP.1564.TO,37904880
South Africa,ZAF,Population ages 65 and above_ total,SP.POP.65UP.TO,3072723
South Africa,ZAF,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
South Africa,ZAF,Urban population (% of total population),SP.URB.TOTL.IN.ZS,66.355
South Sudan,SSD,Population ages 0-14_ total,SP.POP.0014.TO,4590143
South Sudan,SSD,Population ages 15-64_ total,SP.POP.1564.TO,6012762
South Sudan,SSD,Population ages 65 and above_ total,SP.POP.65UP.TO,373015
South Sudan,SSD,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
South Sudan,SSD,Urban population (% of total population),SP.URB.TOTL.IN.ZS,19.615
Spain,ESP,Population ages 0-14_ total,SP.POP.0014.TO,6852973
Spain,ESP,Population ages 15-64_ total,SP.POP.1564.TO,30816411
Spain,ESP,Population ages 65 and above_ total,SP.POP.65UP.TO,9054365
Spain,ESP,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Spain,ESP,Urban population (% of total population),SP.URB.TOTL.IN.ZS,80.321
Sri Lanka,LKA,Population ages 0-14_ total,SP.POP.0014.TO,5243490
Sri Lanka,LKA,Population ages 15-64_ total,SP.POP.1564.TO,14156963
Sri Lanka,LKA,Population ages 65 and above_ total,SP.POP.65UP.TO,2269547
Sri Lanka,LKA,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Sri Lanka,LKA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,18.476
St. Kitts and Nevis,KNA,Population ages 0-14_ total,SP.POP.0014.TO,NA
St. Kitts and Nevis,KNA,Population ages 15-64_ total,SP.POP.1564.TO,NA
St. Kitts and Nevis,KNA,Population ages 65 and above_ total,SP.POP.65UP.TO,NA
St. Kitts and Nevis,KNA,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
St. Kitts and Nevis,KNA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,30.776
St. Lucia,LCA,Population ages 0-14_ total,SP.POP.0014.TO,33702
St. Lucia,LCA,Population ages 15-64_ total,SP.POP.1564.TO,130350
St. Lucia,LCA,Population ages 65 and above_ total,SP.POP.65UP.TO,17837
St. Lucia,LCA,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
St. Lucia,LCA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,18.678
St. Martin (French part),MAF,Population ages 0-14_ total,SP.POP.0014.TO,NA
St. Martin (French part),MAF,Population ages 15-64_ total,SP.POP.1564.TO,NA
St. Martin (French part),MAF,Population ages 65 and above_ total,SP.POP.65UP.TO,NA
St. Martin (French part),MAF,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
St. Martin (French part),MAF,Urban population (% of total population),SP.URB.TOTL.IN.ZS,NA
St. Vincent and the Grenadines,VCT,Population ages 0-14_ total,SP.POP.0014.TO,24843
St. Vincent and the Grenadines,VCT,Population ages 15-64_ total,SP.POP.1564.TO,74798
St. Vincent and the Grenadines,VCT,Population ages 65 and above_ total,SP.POP.65UP.TO,10569
St. Vincent and the Grenadines,VCT,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
St. Vincent and the Grenadines,VCT,Urban population (% of total population),SP.URB.TOTL.IN.ZS,52.198
Sudan,SDN,Population ages 0-14_ total,SP.POP.0014.TO,16933296
Sudan,SDN,Population ages 15-64_ total,SP.POP.1564.TO,23371257
Sudan,SDN,Population ages 65 and above_ total,SP.POP.65UP.TO,1496980
Sudan,SDN,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Sudan,SDN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,34.642
Suriname,SUR,Population ages 0-14_ total,SP.POP.0014.TO,156498
Suriname,SUR,Population ages 15-64_ total,SP.POP.1564.TO,379713
Suriname,SUR,Population ages 65 and above_ total,SP.POP.65UP.TO,39780
Suriname,SUR,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Suriname,SUR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,66.06
Sweden,SWE,Population ages 0-14_ total,SP.POP.0014.TO,1790384
Sweden,SWE,Population ages 15-64_ total,SP.POP.1564.TO,6346429
Sweden,SWE,Population ages 65 and above_ total,SP.POP.65UP.TO,2046362
Sweden,SWE,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Sweden,SWE,Urban population (% of total population),SP.URB.TOTL.IN.ZS,87.431
Switzerland,CHE,Population ages 0-14_ total,SP.POP.0014.TO,1269898
Switzerland,CHE,Population ages 15-64_ total,SP.POP.1564.TO,5660591
Switzerland,CHE,Population ages 65 and above_ total,SP.POP.65UP.TO,1586054
Switzerland,CHE,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Switzerland,CHE,Urban population (% of total population),SP.URB.TOTL.IN.ZS,73.797
Syrian Arab Republic,SYR,Population ages 0-14_ total,SP.POP.0014.TO,5312215
Syrian Arab Republic,SYR,Population ages 15-64_ total,SP.POP.1564.TO,10832757
Syrian Arab Republic,SYR,Population ages 65 and above_ total,SP.POP.65UP.TO,761311
Syrian Arab Republic,SYR,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Syrian Arab Republic,SYR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,54.162
Tajikistan,TJK,Population ages 0-14_ total,SP.POP.0014.TO,3347678
Tajikistan,TJK,Population ages 15-64_ total,SP.POP.1564.TO,5478142
Tajikistan,TJK,Population ages 65 and above_ total,SP.POP.65UP.TO,275017
Tajikistan,TJK,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Tajikistan,TJK,Urban population (% of total population),SP.URB.TOTL.IN.ZS,27.134
Tanzania,TZA,Population ages 0-14_ total,SP.POP.0014.TO,24835399
Tanzania,TZA,Population ages 15-64_ total,SP.POP.1564.TO,30017940
Tanzania,TZA,Population ages 65 and above_ total,SP.POP.65UP.TO,1465009
Tanzania,TZA,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Tanzania,TZA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,33.776
Thailand,THA,Population ages 0-14_ total,SP.POP.0014.TO,11863244
Thailand,THA,Population ages 15-64_ total,SP.POP.1564.TO,49302665
Thailand,THA,Population ages 65 and above_ total,SP.POP.65UP.TO,8262614
Thailand,THA,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Thailand,THA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,49.949
Timor-Leste,TLS,Population ages 0-14_ total,SP.POP.0014.TO,479048
Timor-Leste,TLS,Population ages 15-64_ total,SP.POP.1564.TO,734192
Timor-Leste,TLS,Population ages 65 and above_ total,SP.POP.65UP.TO,54732
Timor-Leste,TLS,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Timor-Leste,TLS,Urban population (% of total population),SP.URB.TOTL.IN.ZS,30.578
Togo,TGO,Population ages 0-14_ total,SP.POP.0014.TO,3260919
Togo,TGO,Population ages 15-64_ total,SP.POP.1564.TO,4401800
Togo,TGO,Population ages 65 and above_ total,SP.POP.65UP.TO,226375
Togo,TGO,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Togo,TGO,Urban population (% of total population),SP.URB.TOTL.IN.ZS,41.702
Tonga,TON,Population ages 0-14_ total,SP.POP.0014.TO,36548
Tonga,TON,Population ages 15-64_ total,SP.POP.1564.TO,60505
Tonga,TON,Population ages 65 and above_ total,SP.POP.65UP.TO,6144
Tonga,TON,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Tonga,TON,Urban population (% of total population),SP.URB.TOTL.IN.ZS,23.131
Trinidad and Tobago,TTO,Population ages 0-14_ total,SP.POP.0014.TO,283803
Trinidad and Tobago,TTO,Population ages 15-64_ total,SP.POP.1564.TO,956854
Trinidad and Tobago,TTO,Population ages 65 and above_ total,SP.POP.65UP.TO,149201
Trinidad and Tobago,TTO,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Trinidad and Tobago,TTO,Urban population (% of total population),SP.URB.TOTL.IN.ZS,53.184
Tunisia,TUN,Population ages 0-14_ total,SP.POP.0014.TO,2795324
Tunisia,TUN,Population ages 15-64_ total,SP.POP.1564.TO,7808155
Tunisia,TUN,Population ages 65 and above_ total,SP.POP.65UP.TO,961725
Tunisia,TUN,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Tunisia,TUN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,68.945
Turkey,TUR,Population ages 0-14_ total,SP.POP.0014.TO,20291326
Turkey,TUR,Population ages 15-64_ total,SP.POP.1564.TO,55045040
Turkey,TUR,Population ages 65 and above_ total,SP.POP.65UP.TO,6983357
Turkey,TUR,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Turkey,TUR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,75.143
Turkmenistan,TKM,Population ages 0-14_ total,SP.POP.0014.TO,1803388
Turkmenistan,TKM,Population ages 15-64_ total,SP.POP.1564.TO,3788522
Turkmenistan,TKM,Population ages 65 and above_ total,SP.POP.65UP.TO,258998
Turkmenistan,TKM,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Turkmenistan,TKM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,51.593
Turks and Caicos Islands,TCA,Population ages 0-14_ total,SP.POP.0014.TO,NA
Turks and Caicos Islands,TCA,Population ages 15-64_ total,SP.POP.1564.TO,NA
Turks and Caicos Islands,TCA,Population ages 65 and above_ total,SP.POP.65UP.TO,NA
Turks and Caicos Islands,TCA,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
Turks and Caicos Islands,TCA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,93.098
Tuvalu,TUV,Population ages 0-14_ total,SP.POP.0014.TO,NA
Tuvalu,TUV,Population ages 15-64_ total,SP.POP.1564.TO,NA
Tuvalu,TUV,Population ages 65 and above_ total,SP.POP.65UP.TO,NA
Tuvalu,TUV,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NA
